 Spherical M/R                       =   1.006813081372460E-01
 p/rho                               =   6.338900346282361E-02
 rho (G=c=Msol=1 unit)               =   6.173778559138145E-04
 rho (cgs)                           =   3.810898388024617E+14
 pre(G=c=Msol=1 unit)                =   3.913496704639142E-05
 pre(cgs)                            =   2.171114357121106E+34
 epsilon(G=c=Msol=1 unit)            =   6.330318427323710E-04
 epsilon(cgs)                        =   3.907526008470601E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   7.945864183284636E+00
 Schwarzschildradius(km)             =   1.173603696731607E+01
 Spherical rest mass                 =   8.502732000602236E-01
 Proper mass M_p                     =   8.597190557413059E-01
 M_ADM                               =   8.000000002537118E-01
 Spherical M/R                       =   1.027143193656838E-01
 p/rho                               =   6.507024059461310E-02
 rho (G=c=Msol=1 unit)               =   6.238762362541541E-04
 rho (cgs)                           =   3.851011046628343E+14
 pre(G=c=Msol=1 unit)                =   4.059577679431950E-05
 pre(cgs)                            =   2.252156587538458E+34
 epsilon(G=c=Msol=1 unit)            =   6.401145469718819E-04
 epsilon(cgs)                        =   3.951245532762989E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   7.983307538466585E+00
 Schwarzschildradius(km)             =   1.179134078203771E+01
 Spherical rest mass                 =   8.726815211749158E-01
 Proper mass M_p                     =   8.826270756855525E-01
 M_ADM                               =   8.200000001002411E-01
 Spherical M/R                       =   1.047407910353277E-01
 p/rho                               =   6.676731984958317E-02
 rho (G=c=Msol=1 unit)               =   6.303344678028811E-04
 rho (cgs)                           =   3.890875878129473E+14
 pre(G=c=Msol=1 unit)                =   4.208574302401176E-05
 pre(cgs)                            =   2.334816349818972E+34
 epsilon(G=c=Msol=1 unit)            =   6.471687650124858E-04
 epsilon(cgs)                        =   3.994789219829512E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   8.019798135198496E+00
 Schwarzschildradius(km)             =   1.184523737306000E+01
 Spherical rest mass                 =   8.951471577797441E-01
 Proper mass M_p                     =   9.056080434395570E-01
 M_ADM                               =   8.400000006240532E-01
 Spherical M/R                       =   1.067610559946775E-01
 p/rho                               =   6.848074686164746E-02
 rho (G=c=Msol=1 unit)               =   6.367557475424914E-04
 rho (cgs)                           =   3.930512616594145E+14
 pre(G=c=Msol=1 unit)                =   4.360550916015646E-05
 pre(cgs)                            =   2.419129339625219E+34
 epsilon(G=c=Msol=1 unit)            =   6.541979512065539E-04
 epsilon(cgs)                        =   4.038178392407542E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   8.055371803322824E+00
 Schwarzschildradius(km)             =   1.189777966104025E+01
 Spherical rest mass                 =   9.176703680375388E-01
 Proper mass M_p                     =   9.286624965262261E-01
 M_ADM                               =   8.600000001521918E-01
 Spherical M/R                       =   1.087754329850458E-01
 p/rho                               =   7.021103516669930E-02
 rho (G=c=Msol=1 unit)               =   6.431431211364979E-04
 rho (cgs)                           =   3.969940062039335E+14
 pre(G=c=Msol=1 unit)                =   4.515574429533541E-05
 pre(cgs)                            =   2.505132676613105E+34
 epsilon(G=c=Msol=1 unit)            =   6.612054188546320E-04
 epsilon(cgs)                        =   4.081433502561548E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   8.090062035012869E+00
 Schwarzschildradius(km)             =   1.194901711389976E+01
 Spherical rest mass                 =   9.402514251528197E-01
 Proper mass M_p                     =   9.517909966618318E-01
 M_ADM                               =   8.800000007340681E-01
 Spherical M/R                       =   1.107842274618012E-01
 p/rho                               =   7.195870534014275E-02
 rho (G=c=Msol=1 unit)               =   6.494994907119748E-04
 rho (cgs)                           =   4.009176128472297E+14
 pre(G=c=Msol=1 unit)                =   4.673714247071578E-05
 pre(cgs)                            =   2.592864864526370E+34
 epsilon(G=c=Msol=1 unit)            =   6.681943477002610E-04
 epsilon(cgs)                        =   4.124574177946485E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   8.123900124364452E+00
 Schwarzschildradius(km)             =   1.199899595300061E+01
 Spherical rest mass                 =   9.628906072596582E-01
 Proper mass M_p                     =   9.749941191655223E-01
 M_ADM                               =   8.999999992542100E-01
 Spherical M/R                       =   1.127877335504917E-01
 p/rho                               =   7.372428707722847E-02
 rho (G=c=Msol=1 unit)               =   6.558276323295921E-04
 rho (cgs)                           =   4.048237951728128E+14
 pre(G=c=Msol=1 unit)                =   4.835042463904591E-05
 pre(cgs)                            =   2.682365900098904E+34
 epsilon(G=c=Msol=1 unit)            =   6.751678021852105E-04
 epsilon(cgs)                        =   4.167619334492182E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   8.156915387596898E+00
 Schwarzschildradius(km)             =   1.204775947838237E+01
 Spherical rest mass                 =   9.855882107974562E-01
 Proper mass M_p                     =   9.982724672502223E-01
 M_ADM                               =   9.199999993298296E-01
 Spherical M/R                       =   1.147862341856634E-01
 p/rho                               =   7.550831894319365E-02
 rho (G=c=Msol=1 unit)               =   6.621302036954924E-04
 rho (cgs)                           =   4.087141937072999E+14
 pre(G=c=Msol=1 unit)                =   4.999633860256104E-05
 pre(cgs)                            =   2.773677269609902E+34
 epsilon(G=c=Msol=1 unit)            =   6.821287391365168E-04
 epsilon(cgs)                        =   4.210587223853244E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   8.189135277085654E+00
 Schwarzschildradius(km)             =   1.209534823718828E+01
 Spherical rest mass                 =   1.008344537327720E+00
 Proper mass M_p                     =   1.021626658468127E+00
 M_ADM                               =   9.399999996932653E-01
 Spherical M/R                       =   1.167800023652796E-01
 p/rho                               =   7.731134957192390E-02
 rho (G=c=Msol=1 unit)               =   6.684097561537867E-04
 rho (cgs)                           =   4.125903833230432E+14
 pre(G=c=Msol=1 unit)                =   5.167566031528983E-05
 pre(cgs)                            =   2.866842021132719E+34
 epsilon(G=c=Msol=1 unit)            =   6.890800202799027E-04
 epsilon(cgs)                        =   4.253495510650840E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   8.220585548479097E+00
 Schwarzschildradius(km)             =   1.214180027049664E+01
 Spherical rest mass                 =   1.031159899837890E+00
 Proper mass M_p                     =   1.045057331675359E+00
 M_ADM                               =   9.599999997949765E-01
 Spherical M/R                       =   1.187693019909661E-01
 p/rho                               =   7.913393932322174E-02
 rho (G=c=Msol=1 unit)               =   6.746687471780553E-04
 rho (cgs)                           =   4.164538809487786E+14
 pre(G=c=Msol=1 unit)                =   5.338919570246227E-05
 pre(cgs)                            =   2.961904865471263E+34
 epsilon(G=c=Msol=1 unit)            =   6.960244254590401E-04
 epsilon(cgs)                        =   4.296361354071469E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   8.251290390459832E+00
 Schwarzschildradius(km)             =   1.218715130497814E+01
 Spherical rest mass                 =   1.054034623200725E+00
 Proper mass M_p                     =   1.068565147861572E+00
 M_ADM                               =   9.800000001992696E-01
 Spherical M/R                       =   1.207543881205050E-01
 p/rho                               =   8.097666125915390E-02
 rho (G=c=Msol=1 unit)               =   6.809095494874815E-04
 rho (cgs)                           =   4.203061511967566E+14
 pre(G=c=Msol=1 unit)                =   5.513778193697089E-05
 pre(cgs)                            =   3.058912246975014E+34
 epsilon(G=c=Msol=1 unit)            =   7.029646622622698E-04
 epsilon(cgs)                        =   4.339201467289959E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   8.281272550573803E+00
 Schwarzschildradius(km)             =   1.223143493874548E+01
 Spherical rest mass                 =   1.076969040898136E+00
 Proper mass M_p                     =   1.092150787426481E+00
 M_ADM                               =   9.999999997032549E-01
 Spherical M/R                       =   1.227355085886729E-01
 p/rho                               =   8.284010082693040E-02
 rho (G=c=Msol=1 unit)               =   6.871344550789279E-04
 rho (cgs)                           =   4.241486088516292E+14
 pre(G=c=Msol=1 unit)                =   5.692228754039629E-05
 pre(cgs)                            =   3.157912349143675E+34
 epsilon(G=c=Msol=1 unit)            =   7.099033700950864E-04
 epsilon(cgs)                        =   4.382032142607777E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   8.310553413873482E+00
 Schwarzschildradius(km)             =   1.227468275750921E+01
 Spherical rest mass                 =   1.099963500286860E+00
 Proper mass M_p                     =   1.115814955377211E+00
 M_ADM                               =   1.019999999904650E+00
 Spherical M/R                       =   1.247129036050811E-01
 p/rho                               =   8.472485855481537E-02
 rho (G=c=Msol=1 unit)               =   6.933456887518203E-04
 rho (cgs)                           =   4.279826272189763E+14
 pre(G=c=Msol=1 unit)                =   5.874361540908903E-05
 pre(cgs)                            =   3.258955262506962E+34
 epsilon(G=c=Msol=1 unit)            =   7.168431349154559E-04
 epsilon(cgs)                        =   4.424869342409947E+14
