 Spherical M/R                       =   8.810900542837281E-02
 p/rho                               =   5.390749767392557E-02
 rho (G=c=Msol=1 unit)               =   4.658477476447894E-04
 rho (cgs)                           =   2.875546010533064E+14
 pre(G=c=Msol=1 unit)                =   2.511268637256495E-05
 pre(cgs)                            =   1.393191767983941E+34
 epsilon(G=c=Msol=1 unit)            =   4.784040908310720E-04
 epsilon(cgs)                        =   2.953052755470104E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   9.079662131269455E+00
 Schwarzschildradius(km)             =   1.341065590417240E+01
 Spherical rest mass                 =   8.424618252560210E-01
 Proper mass M_p                     =   8.526635106010506E-01
 M_ADM                               =   8.000000000117736E-01
 Spherical M/R                       =   8.997260492159964E-02
 p/rho                               =   5.536111345697235E-02
 rho (G=c=Msol=1 unit)               =   4.720867613848708E-04
 rho (cgs)                           =   2.914057672681599E+14
 pre(G=c=Msol=1 unit)                =   2.613524875856247E-05
 pre(cgs)                            =   1.449921083091309E+34
 epsilon(G=c=Msol=1 unit)            =   4.851543857641520E-04
 epsilon(cgs)                        =   2.994720411400342E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   9.113885285259096E+00
 Schwarzschildradius(km)             =   1.346120348352891E+01
 Spherical rest mass                 =   8.645223636046879E-01
 Proper mass M_p                     =   8.752673533027689E-01
 M_ADM                               =   8.200000000713550E-01
 Spherical M/R                       =   9.183233124951033E-02
 p/rho                               =   5.682856574472185E-02
 rho (G=c=Msol=1 unit)               =   4.783026216215192E-04
 rho (cgs)                           =   2.952426414820832E+14
 pre(G=c=Msol=1 unit)                =   2.718125197869132E-05
 pre(cgs)                            =   1.507950839603550E+34
 epsilon(G=c=Msol=1 unit)            =   4.918932476108649E-04
 epsilon(cgs)                        =   3.036317494131382E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   9.147105266574600E+00
 Schwarzschildradius(km)             =   1.351026937740518E+01
 Spherical rest mass                 =   8.866330402101873E-01
 Proper mass M_p                     =   8.979384311272961E-01
 M_ADM                               =   8.400000008141839E-01
 Spherical M/R                       =   9.368845293962046E-02
 p/rho                               =   5.831027796551330E-02
 rho (G=c=Msol=1 unit)               =   4.844979786299914E-04
 rho (cgs)                           =   2.990668596348184E+14
 pre(G=c=Msol=1 unit)                =   2.825121180764412E-05
 pre(cgs)                            =   1.567309651466826E+34
 epsilon(G=c=Msol=1 unit)            =   4.986235845338135E-04
 epsilon(cgs)                        =   3.077861954926082E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   9.179359597853310E+00
 Schwarzschildradius(km)             =   1.355790900671564E+01
 Spherical rest mass                 =   9.087940939638905E-01
 Proper mass M_p                     =   9.206772862693958E-01
 M_ADM                               =   8.599999996992848E-01
 Spherical M/R                       =   9.554122918998922E-02
 p/rho                               =   5.980667954951945E-02
 rho (G=c=Msol=1 unit)               =   4.906753706486796E-04
 rho (cgs)                           =   3.028799885089291E+14
 pre(G=c=Msol=1 unit)                =   2.934566465522726E-05
 pre(cgs)                            =   1.628027277414053E+34
 epsilon(G=c=Msol=1 unit)            =   5.053482029762932E-04
 epsilon(cgs)                        =   3.119371117162869E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   9.210683261557181E+00
 Schwarzschildradius(km)             =   1.360417404053710E+01
 Spherical rest mass                 =   9.310057798022728E-01
 Proper mass M_p                     =   9.434844864035276E-01
 M_ADM                               =   8.800000004887887E-01
 Spherical M/R                       =   9.739090921795245E-02
 p/rho                               =   6.131820730464212E-02
 rho (G=c=Msol=1 unit)               =   4.968372374240434E-04
 rho (cgs)                           =   3.066835340907024E+14
 pre(G=c=Msol=1 unit)                =   3.046516872103318E-05
 pre(cgs)                            =   1.690134685023351E+34
 epsilon(G=c=Msol=1 unit)            =   5.120698217845601E-04
 epsilon(cgs)                        =   3.160861763508494E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   9.241108918207683E+00
 Schwarzschildradius(km)             =   1.364911271844156E+01
 Spherical rest mass                 =   9.532683536721460E-01
 Proper mass M_p                     =   9.663606097917987E-01
 M_ADM                               =   8.999999997263328E-01
 Spherical M/R                       =   9.923773446301842E-02
 p/rho                               =   6.284530574338963E-02
 rho (G=c=Msol=1 unit)               =   5.029859283814295E-04
 rho (cgs)                           =   3.104789466137644E+14
 pre(G=c=Msol=1 unit)                =   3.161030445375362E-05
 pre(cgs)                            =   1.753664076199649E+34
 epsilon(G=c=Msol=1 unit)            =   5.187910806083064E-04
 epsilon(cgs)                        =   3.202350187771782E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   9.270667097095496E+00
 Schwarzschildradius(km)             =   1.369277013217431E+01
 Spherical rest mass                 =   9.755820868643366E-01
 Proper mass M_p                     =   9.893062601506355E-01
 M_ADM                               =   9.199999996765642E-01
 Spherical M/R                       =   1.010819385583262E-01
 p/rho                               =   6.438842791499076E-02
 rho (G=c=Msol=1 unit)               =   5.091237120449047E-04
 rho (cgs)                           =   3.142676263736757E+14
 pre(G=c=Msol=1 unit)                =   3.278167543281586E-05
 pre(cgs)                            =   1.818648936085753E+34
 epsilon(G=c=Msol=1 unit)            =   5.255145497613127E-04
 epsilon(cgs)                        =   3.243852255770641E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   9.299386357499126E+00
 Schwarzschildradius(km)             =   1.373518846377379E+01
 Spherical rest mass                 =   9.979472572263171E-01
 Proper mass M_p                     =   1.012322057993329E+00
 M_ADM                               =   9.400000004188180E-01
 Spherical M/R                       =   1.029237478919410E-01
 p/rho                               =   6.594803647081236E-02
 rho (G=c=Msol=1 unit)               =   5.152527855583703E-04
 rho (cgs)                           =   3.180509296050458E+14
 pre(G=c=Msol=1 unit)                =   3.397990949369107E-05
 pre(cgs)                            =   1.885124095491760E+34
 epsilon(G=c=Msol=1 unit)            =   5.322427403052159E-04
 epsilon(cgs)                        =   3.285383467576305E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   9.327293453835612E+00
 Schwarzschildradius(km)             =   1.377640722949904E+01
 Spherical rest mass                 =   1.020364149265348E+00
 Proper mass M_p                     =   1.035408641215966E+00
 M_ADM                               =   9.599999999566707E-01
 Spherical M/R                       =   1.047633829900989E-01
 p/rho                               =   6.752460402347192E-02
 rho (G=c=Msol=1 unit)               =   5.213752806883631E-04
 rho (cgs)                           =   3.218301721868910E+14
 pre(G=c=Msol=1 unit)                =   3.520565937610824E-05
 pre(cgs)                            =   1.953125766856418E+34
 epsilon(G=c=Msol=1 unit)            =   5.389781103764173E-04
 epsilon(cgs)                        =   3.326958996567538E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   9.354413465421811E+00
 Schwarzschildradius(km)             =   1.381646347148707E+01
 Spherical rest mass                 =   1.042833061240469E+00
 Proper mass M_p                     =   1.058566672610253E+00
 M_ADM                               =   9.800000005256860E-01
 Spherical M/R                       =   1.066010581913916E-01
 p/rho                               =   6.911861421979913E-02
 rho (G=c=Msol=1 unit)               =   5.274932720267485E-04
 rho (cgs)                           =   3.256066347059251E+14
 pre(G=c=Msol=1 unit)                =   3.645960397275639E-05
 pre(cgs)                            =   2.022691613522137E+34
 epsilon(G=c=Msol=1 unit)            =   5.457230740131267E-04
 epsilon(cgs)                        =   3.368593743917480E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   9.380769920337430E+00
 Schwarzschildradius(km)             =   1.385539194069849E+01
 Spherical rest mass                 =   1.065354295748125E+00
 Proper mass M_p                     =   1.081796830695597E+00
 M_ADM                               =   1.000000000157891E+00
 Spherical M/R                       =   1.084369829425835E-01
 p/rho                               =   7.073056238373289E-02
 rho (G=c=Msol=1 unit)               =   5.336087829123892E-04
 rho (cgs)                           =   3.293815661118368E+14
 pre(G=c=Msol=1 unit)                =   3.774244930829252E-05
 pre(cgs)                            =   2.093860804048009E+34
 epsilon(G=c=Msol=1 unit)            =   5.524800075665356E-04
 epsilon(cgs)                        =   3.410302378167994E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   9.406384911423764E+00
 Schwarzschildradius(km)             =   1.389322526824756E+01
 Spherical rest mass                 =   1.087928168208329E+00
 Proper mass M_p                     =   1.105099818826332E+00
 M_ADM                               =   1.020000000191377E+00
 Spherical M/R                       =   1.102713617111449E-01
 p/rho                               =   7.236095650652953E-02
 rho (G=c=Msol=1 unit)               =   5.397237921607560E-04
 rho (cgs)                           =   3.331561878712881E+14
 pre(G=c=Msol=1 unit)                =   3.905492985008366E-05
 pre(cgs)                            =   2.166674084926639E+34
 epsilon(G=c=Msol=1 unit)            =   5.592512570857979E-04
 epsilon(cgs)                        =   3.452099380815059E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   9.431279196553756E+00
 Schwarzschildradius(km)             =   1.392999411350106E+01
 Spherical rest mass                 =   1.110555000648880E+00
 Proper mass M_p                     =   1.128476359314189E+00
 M_ADM                               =   1.039999999681927E+00
 Spherical M/R                       =   1.121043950504934E-01
 p/rho                               =   7.401031768692447E-02
 rho (G=c=Msol=1 unit)               =   5.458402382360959E-04
 rho (cgs)                           =   3.369316965432749E+14
 pre(G=c=Msol=1 unit)                =   4.039780943815999E-05
 pre(cgs)                            =   2.241173832175722E+34
 epsilon(G=c=Msol=1 unit)            =   5.660391429551760E-04
 epsilon(cgs)                        =   3.493999074932561E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   9.455472283173460E+00
 Schwarzschildradius(km)             =   1.396572728894592E+01
 Spherical rest mass                 =   1.133235127230799E+00
 Proper mass M_p                     =   1.151927199429588E+00
 M_ADM                               =   1.060000000221814E+00
 Spherical M/R                       =   1.139362792662159E-01
 p/rho                               =   7.567918156101422E-02
 rho (G=c=Msol=1 unit)               =   5.519600266852807E-04
 rho (cgs)                           =   3.407092683678312E+14
 pre(G=c=Msol=1 unit)                =   4.177188307393762E-05
 pre(cgs)                            =   2.317404150572107E+34
 epsilon(G=c=Msol=1 unit)            =   5.728459682222495E-04
 epsilon(cgs)                        =   3.536015676579960E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   9.478982522673872E+00
 Schwarzschildradius(km)             =   1.400045189957640E+01
 Spherical rest mass                 =   1.155968887465412E+00
 Proper mass M_p                     =   1.175453105158767E+00
 M_ADM                               =   1.079999999862888E+00
 Spherical M/R                       =   1.157672075665924E-01
 p/rho                               =   7.736809890203765E-02
 rho (G=c=Msol=1 unit)               =   5.580850340238257E-04
 rho (cgs)                           =   3.444900616647581E+14
 pre(G=c=Msol=1 unit)                =   4.317797810810240E-05
 pre(cgs)                            =   2.395410939552738E+34
 epsilon(G=c=Msol=1 unit)            =   5.796740230778769E-04
 epsilon(cgs)                        =   3.578163322455821E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   9.501827185101968E+00
 Schwarzschildradius(km)             =   1.403419345324227E+01
 Spherical rest mass                 =   1.178756634131476E+00
 Proper mass M_p                     =   1.199054869793053E+00
 M_ADM                               =   1.099999999999539E+00
 Spherical M/R                       =   1.175973701434209E-01
 p/rho                               =   7.907763618018669E-02
 rho (G=c=Msol=1 unit)               =   5.642171111655663E-04
 rho (cgs)                           =   3.482752189506657E+14
 pre(G=c=Msol=1 unit)                =   4.461695544338660E-05
 pre(cgs)                            =   2.475241959941843E+34
 epsilon(G=c=Msol=1 unit)            =   5.865255888872598E-04
 epsilon(cgs)                        =   3.620456094780436E+14
 Schwarzschildradius(G=c=Msol=1 unit)=   9.524022510278783E+00
 Schwarzschildradius(km)             =   1.406697593615013E+01
 Spherical rest mass                 =   1.201598727760556E+00
 Proper mass M_p                     =   1.222733308611610E+00
 M_ADM                               =   1.120000000395456E+00
 Spherical M/R                       =   1.194269542367408E-01
 p/rho                               =   8.080837739269281E-02
 rho (G=c=Msol=1 unit)               =   5.703580910568630E-04
 rho (cgs)                           =   3.520658716513516E+14
